label,text-cat,pm-cat,sa-cat,cond-cat,Gloss of PM,Notes,Speech token
inf," if the steel industry in Scotland and Lanarkshire were to go unemployment in the Lanarkshire area would be thirty-three per cent among males, would be thirteen per cent among females and twenty-five per cent overall ",p',A,Y,the steel industry in Scotland and Lanarkshire should be saved,,S1B-055 084
inf, If he intends to try and fiddle those figures would it not be easier for him to make representations to his colleague at the Department of Trade and Industry and ask him to get off his butt and do something to save the steel industry ,q,D,Y,,,S1B-055 085
tm," if the honourable gentleman will look to see what has happened elsewhere in the United Kingdom he will find that adjustments have taken place on such a scale as to ensure that the rate of unemployment in various parts of the United Kingdom which were MOST affected by closures in the steel industry, are now lower even than the national average in this country ",q,A,Y,,,S1B-055 087
res, if patients suffer heart attacks over the age of seventy they should receive less priority treatment than those who suffer similar conditions under the age of seventy ,p --> q,A,Y,,,S1B-056 018
res," if the Prime Minister has her way and brings about a further thirty per cent cut in farm support there'll be a catastrophic effect on the unemployment, on the environment and on the culture of rural Wales ",p',A,Y,there should not be a futher cut in farm support,,S1B-056 050
inf,(053) it may well be there's been a change in policy (054) I think if there has he owes to the house to make that clear ,p --> q,D,Y,,,S1B-056 054
res,"Can he give the house an assurance that if the GATT negotiations are successful and there are phased reductions in subsidies over the next few years these will be properly managed, incremental and that other alternative means of support are given to farmers especially in the field of environmental improvement ?",p --> q,D,Y,,question,S1B-056 062
res,I think he is right to highlight the very serious situation which would arise for Welsh agriculture if we were to enter a trade war and thus see many of our better export markets destroyed ,p',A,Y,we should not enter a trade war,,S1B-056 064
res, if ANYONE has ANY specific proposals to put forward in relation to unemployment then I should certainly be happy to consider them ,p --> q,C,Y,,,S1B-057 028
inf," if his protestations about all that the Government's done are right, whether unemployment's going to go up on Thursday or down (052) can the Secretary of State tell us whether he really is intent on making the 365 million pounds' worth of costs in employment training and training for the long-term unemployed in the next financial year? ",q,D,Y,,question,S1B-057 051
inf, if it's going to go up as I think most people in this House would believe can the Secretary of State tell us whether he really is intent on making the 365 million pounds' worth of costs in employment training and training for the long-term unemployed in the next financial year? ,q,D,Y,,question,S1B-057 052
inf,(091) and I hope the honourable gentleman would share that view with me (092) If he DOES then I hope that he will approach the Health and Safety Executive and talk to them about why these numbers have changed ,q,D,Y,,,S1B-057 092
inf,many of them were made before the very significant improvements that he announced in Social Security benefits and might well have a changed complexion if that were taken into account ,p --> q,C,Y,,,S1B-058 017
pch, The representations I had seen if I remember rightly were dated the sixth of of November ,q,A,Y,,,S1B-058 021
ifh, many of those groups who are sometimes adverted to as people who have `missed out' if you like in these developments have been increasingly brought in ,q,A,N,,,S1B-058 045
dir, It may be helpful if I complete the next set of remarks in my speech ,p,C,Y,,,S1B-058 066
ifh, Now I give way to the honourable gentleman if he wishes to come in ,q,D,N,,,S1B-058 073
pch, if anything it is the way in which the honourable gentleman is seeking to minimise the extent to which there has been an improved acceptance by employers of their responsibility towards short-term sickness amongst employees ,q,A,N,,,S1B-058 086
inf, If the Government is saying it's going to change the whole basis of National Insurance on the basis that people have got cover or that ninety-one per cent of the people have got cover then we need to be clear about that figure ,q,D,N,,,S1B-058 089
res, If there is an occupational sick-pay scheme at the work place it may well be that the only person receiving that occupational sick-pay scheme could be the managing director ,p --> q,A,Y,,even if,S1B-058 091
res," if the honourable gentleman can produce to me, well I'm tempted to say one, but certainly any significant number of examples of occupational sick-pay schemes confined to the managing director then I might give some credence to his argument ",p',A,Y,I doubt the honourable gentleman can produce to me any examples of occupational sick-pay schemes confined to the managing director,,S1B-058 097
inf, it's very important if that co-operation is to be continuing and available in the future that confidentiality should apply ,q,C,Y,,,S1B-059 069
tm, if he looks at the figures for income of the self-employed he'll find very large numbers of them have very low incomes indeed ,p --> q,A,Y,,,S1B-059 084
res, one has to balance the theological view which he has put against the potential benefit to people who if in the absence of further embryo research would end up being disabled for the rest of their lives or other children yet unborn who would not be born because of the infertility of their parents ,p',A,Y,embryo research should continue,,S1B-060 080
res, if we are not careful we're going to find some of our allies in the present situation totally separated from public opinion in their own country ,p',A,Y,we should be careful,,S1B-060 096
res, if either Iraq or Israel invades or uses Jordanian territory our attitude towards any such incursions would be the same as our attitude towards Iraq's incursion into Kuwait ,p --> q,A,Y,,even if,S1B-060 098
res, If we hadn't been able to raise finance then I would've informed Mr Sainsbury and we would have had to pay rent to RC Ward ,p --> q,A,Y,,,S1B-061 003
res,Do you not think that it would've been better if there'd been slightly more haste in your discussions with AS Consultants? ,p --> q,D,Y,,question,S1B-061 137
res,Well did you understand from Mr Sainsbury that if you didn't have the money by the third of February it would cause problems? ,p --> q,D,Y,,question,S1B-061 160
dir, If you wish to be seated you may with My Lord's permission ,p,D,Y,,,S1B-062 002
res,but may I summarize in this way that the view you formed set out in your report is that if she went back to music in a sort of more or less full-time way including teaching and other aspects of it she would earn of the order of twenty thousand a year gross ?,p --> q,D,Y,,question,S1B-062 017
res," If she became a full-time teacher (041) the sort of income she could expect doing clerical work, work of that nature, yes? ",p --> q,D,Y,,question,S1B-062 037
res,The difficulty is that there's no anti-discrimination legislation to go with the quota scheme so if the employer doesn't do it then they don't do it ,p --> q',A,Y,"if the employer doesn't do it, then there is no action taken",tautology,S1B-062 115
inf," if an employer has already got a workforce, and one of his employees requires a green card for some reason, he's sprained his back or loses an eye would that person, that employee who acquired the green card, go to make up the one per cent or three per cent or whatever it is? ",p --> q,D,Y,,question,S1B-062 131
res,(137:B) It's obligatory is it to have something in a company report? (138:C) If you've got more than a hundred in the workforce ,p,A,Y,,no consequent,S1B-062 138
res,(017) Was he in custody at any stage in respect of this or any others? (019) My Lord if the answer had been ``yes he was'' I would have then asked why <unclear-words> in connection with this matter ,r,D,Y,please answer the question directly,,S1B-063 019
ifh, you could see a copy if you wish ,q,C,Y,,,S1B-063 269
inf, if you saw that in the summary whether or not you were there at the opening why didn't you correct the position with counsel who were engaged to prosecute ,q,D,Y,,question,S1B-063 273
dir, if I can take you back please to page one of the agreement ,p,D,N,,no consequent,S1B-064 001
res," your entitlement to commission only arises if an introduction which you made proceeded to the transaction, proceeded to the purchase ",p --> q,A,Y,,,S1B-064 015
dir, if we look at the diary entry at page seventy-two there is the reference in your diary at that point on the ninth of September 1986 to a telephone conversation with Ferndale Business Services ,p --> q,D,N,,,S1B-064 094
res, If he HAD been a buyer I would have sent him a contract for buying ,p',A,Y,he wasn't a buyer,,S1B-064 128
ifh, he came to you seeking to expand if you agree with me ,q,A,N,,,S1B-064 132
res, If they were interested in expanding why would they have taken me to a hall somewhere into a quiet table and sat there ,p',A,Y,they weren't interested in expanding,,S1B-064 145
res, If they were interested in expanding I would've thought they would've put me in the office there and let everyone see that they had Michael Lehrer there and they were buying businesses ,p',A,Y,they weren't interested in expanding,,S1B-064 146
res, if Stuart's people ask me for something I send it ,p --> q,C,Y,,,S1B-064 179
res, if I had a lot of money injected into my business I would expand my business ,p --> q,C,Y,,,S1B-065 005
res, if you waited you may as well be able to do business somewhat later ,p',A,Y,you decided to wait,even if,S1B-065 011
res, you were quite prepared to be interested in any other business if they added up to whatever you wanted as a whole to add on to your business ,q,A,Y,,,S1B-065 016
inf, if two businesses with half a million pounds turnover were available that would be the same as or similar to one business of one million pounds turnover ,p --> q,A,Y,,,S1B-065 023
res, If you've ever tried running a business it's very difficult ,p --> q,A,N,,,S1B-065 027
ifh, we `advertised' it if that's the right term to the people at large that we were looking to acquire businesses ,q,A,N,,,S1B-065 078
res, If you were going to take over a company you would want to see how it had fared over a number of years wouldn't you? ,q,D,Y,,question,S1B-065 132
dir, If you look at page seventy-seven ,p,D,N,,no consequent,S1B-065 158
res, If I wrote this a week later I would've remembered the time better than I do now definitely ,r,A,Y,what I wrote is most likely to be correct,,S1B-066 003
inf, if that's what time it was I attended it ,q,A,Y,,,S1B-066 080
inf, you'd been by the pool if it was three o'clock for several hours ,q,A,Y,,,S1B-066 088
res, If I get very very hot and the sun's directly on it ,p --> q,A,Y,if I get very hot and the sun's directly on it my leg gets affected,no consequent,S1B-066 099
inf, he gave me his name and address to be the lead of the group if I needed them for future reference ,q,A,N,,,S1B-066 114
res, if there was something like a chipped tile in the pool or dangerous steps or whatever then we would repair that and fix it ,p --> q,C,Y,,,S1B-067 024
res, we do look after people's safety if it's brought to our attention ,q,C,Y,,,S1B-067 025
res, it's really up to us to keep maintaining that while we're there to keep a look out for things and bring them to the attention of the management and the hotel if we come across any problems ,q,C,Y,,,S1B-067 046
res, if they do break as happened here injury may be sustained ,p --> q,A,Y,,,S1B-067 051
res, if there was supposed to be some system for the maintenance man to check the swimming pool out you certainly didn't yourself check to see if he was doing his job did you ,q,D,Y,,even if / question,S1B-067 077
res, If there'd been any problem with them then I would've noticed ,p',A,Y,I didn't think there was any problem with them,,S1B-067 114
res, if anything should be wrong with swimming pool steps as we've seen in this case it's a potential source of injury isn't it ,p --> q,D,Y,,question,S1B-067 117
ifh, You can take them as evidence in chief if that's convenient to everybody ,q,D,Y,,,S1B-068 048
inf, If it occurs in isolation and the anterior ligament is intact then that is a flexion injury namely when the head is going forwards ,p --> q,A,Y,,,S1B-068 064
inf, if the anterior ligament is intact and there's injury disruption to the posterior ligament then this is incurred in a flexion injury when the head is moving forward ,p --> q,A,Y,,,S1B-068 067
inf, If the anterior ligament is damaged in addition then it could have occurred in an extension injury with the head moving backwards ,p --> q,A,Y,,,S1B-068 068
res, If he had fallen to one side and his neck was twisted then it could move sideways rather than back ,p --> q,A,Y,,,S1B-068 092
res, if your head is pointing forwards in the car and you're hit from behind then your head will extend backwards and then go forwards ,p --> q,A,Y,,,S1B-068 098
res, if your head isn't pointing forward that would not be <unclear-word> ,p --> q,A,Y,,,S1B-068 099
tm, if we look at the pleading in this case it is intriguing that this man has suffered a fractured dislocation of the spine at the C five level ,q,A,N,,,S1B-068 151
res, you were telling us on Friday what advice you would give to Manulite if they were the owners of the brown wall ,q,D,Y,,,S1B-069 001
res, if you were talking about underpinning rather than cosmetic it was cosmetic that they wanted ,q,A,N,,even if,S1B-069 025
inf, if you're going to do anything more radical than cosmetic treatment you've got to take this wall down and rebuild it ,p --> q,A,Y,,,S1B-069 082
res," If you had realised at the time that as a result of the alteration work to number fifty A, the blue wall would be carrying a greater load than before would your attitude to the Scott Coopers on the twelfth have been different? ",p --> q,D,Y,,question,S1B-069 116
res," If you had appreciated that as a result of the alteration work to number fifty A, the blue wall would be carrying a greater load than before would your attitude to the Scott Coopers on the twelfth have been different? ",p --> q,D,Y,,question,S1B-069 118
dir, if we look at page two eight six (128) You point out that... ,p --> q,D,Y,,,S1B-069 127
res, if it had been put like that you might have taken a different attitude ,p --> q,A,Y,,,S1B-069 158
tm, if one contemplates an hysteric who is not a malingerer why does one say that there's an hysteric who's not malingering? ,q,D,N,,question,S1B-070 036
res, if a patient came to me and they had a paralysed arm and I said that it's not organic I would be very reluctant to say that this is malingering ,p --> q,C,Y,,,S1B-070 041
pch," if I remember the sentence that was read out, it said that hysteria could not be distinguished from malingering ",q,A,Y,,,S1B-070 047
ifh, forgive me if you would just a moment ,q,D,Y,,,S1B-070 059
res, if I'm talking too much My Lord ,p --> q',D,Y,if I'm talking too much please tell me,,S1B-070 079
ifh, it is `autosuggestion' if I might use that word ,q,A,N,,,S1B-070 095
inf, If the man can in fact see and deliberately and consciously says that he can't well I mean he just can ,q,A,N,,,S1B-070 108
pch, if I understand it you wouldn't agree with that ,q,A,Y,,,S1B-070 134
inf,(036) They might have done it but I doubt it (037) If you haven't given them the thumb ,q,A,Y,,,S1B-071 037
inf, if you've only said `possibly' to Salarno then he won't have gone ahead ,q,A,Y,,,S1B-071 044
res, if it is chipped or damaged they can replace it for you ,p --> q,A,Y,,,S1B-071 057
res, if you're opening a door you don't want to sort of have to step back off the platform to open the door ,q',D,Y,the platform shouldn't be too big,,S1B-071 116
ifh, you could put one either side in actual fact if you so want to ,q,D,N,,,S1B-071 152
inf, even if there's a hook down here beyond the (163) or two hooks or three hooks beyond the doors (164) that'll be plenty ,q,D,N,,even if,S1B-071 162
res, if you know two people are having a shower together both equally get sprayed as it were ,p --> q,A,Y,,,S1B-071 182
res, it's a bit of a bore having to drive all the way down there if they haven't given you all the parts ,q',D,Y,don't bother driving down there,,S1B-071 236
res, If there's anything you want that they can do now I'll let you know ,p --> q,C,Y,,,S1B-071 266
inf, if you knock that out as something that didn't enter into it it came down to more like six thousand per annum which was then split up in this fashion ,q,A,Y,,,S1B-072 008
res," if it settles down and some pattern emerges then I suppose what you could do instead of sort of you know constantly keeping this whole list stuff the whole time which is a real pain to do, (078) if you had a less pressurised week and say take a week and actually try and make a note of what you've spent ",p --> q,D,Y,,,S1B-072 076
res, if you had a a less pressurised week and say take a week and actually try and make a note of what you've spent and then in thinking on top of that of well `is there enough money here for the children's clothing' for instance over the period of a year ,p --> q,D,Y,,,S1B-072 078
res, if it feels no there isn't enough here I mean we're really sort of scraping or Gavin is making too much of a contribution in as far as the children are concerned (105) I think another thousand a year would do it ,p --> q,A,Y,,,S1B-072 099
res, if you were to do that and add it up at the end of the six months (140) I think that would give you an indication of the level of expenditure that's needed ,p',D,Y,you should do that,,S1B-072 132
res, if any contribution from Bernard takes into account the difference between what he earns and what I earn (171) that is completely up the spout ,p',A,Y,I hope it doesn't take into account the difference between what he earns and what I earn,,S1B-072 170
pch,"(172) Lloyds was going to show 12,000 a year but now it's going to be more like 9,000 gross (177) Yes if not more ",q,A,N,,if not,S1B-072 177
res, if they were to make an order for maintenance and then somebody's circumstances change drastically either up or down then they'll vary the order in that way ,p --> q,A,Y,,,S1B-072 198
res," if he loses his job, although his pension rights are static at that stage, they're not ongoing (233) let's cross that bridge when we come to it ",p --> q,D,Y,,,S1B-072 232
tm, if you look at forming these windows as a week's work then there goes six hundred pounds in labour ,p --> q,A,Y,,,S1B-073 083
inf, if we're looking at about twenty inches ,p',A,N,,no consequent,S1B-073 185
inf, if we were for example going to use a ply board and cut it out of that that would be eight foot and we need nine ,p',D,N,we can't cut it out of ply board,,S1B-073 193
res, if we use that and filled in across that would probably come in a three metre length ,p',D,N,we could use that,,S1B-073 200
inf, if white melamine is what you're after there's no problem ,q',C,N,you can have white melamine,,S1B-073 206
res,(225) What about (226) if it were ply? ,q,D,Y,,question,S1B-073 226
res,(225) What about (226) if it were a thick ply? ,q,D,Y,,question,S1B-073 226
res, If we put in ply as a shelf I'd put one centre and then one centred in the two halves ,q,C,Y,,,S1B-073 287
res, if you've got a problem you just come in here ,p --> q,D,Y,,,S1B-074 033
res, you would have had a new form if we HAD the change of address ,p',A,Y,we don't have the change of address,,S1B-074 070
res, if you informed us that's fine ,q',C,Y,there won't be a problem,,S1B-074 077
res, if there's any problem we've got like the tenancy agreement for when we moved ,q,C,Y,,,S1B-074 093
res, if you want to see it later (130) it's up to you ,p --> q,C,Y,,,S1B-074 129
inf," if you are, I mean this student thing (306) We obviously do very cheap rates for students anyway ",q,C,N,,,S1B-074 305
dir, if we call you a student just now ,p,C,N,,no consequent,S1B-074 327
res, It goes up if you're not a student ,p --> q,A,Y,,,S1B-074 362
res," If you're a student any other quote you get which is better, we will guarantee to beat it until the end of June ",q,C,Y,,,S1B-074 368
res, if you took him off actually it'd be about a hundred and ninety ,p --> q,A,Y,,,S1B-074 376
res, If he had his own insurance would it help? ,p --> q,D,Y,,question,S1B-074 379
inf, you're better leaving him on then if ,p --> q,D,Y,,,S1B-074 391
res, even if you aren't a student we can still quote you a good rate on it ,p --> q,C,Y,,even if,S1B-074 414
inf,(012) There may have been some people who weren't at that meeting who didn't get the piece of paper (013) If that's the case would you like to pick one up ,p --> q',D,Y,"if that's the case, please pick one up",,S1B-075 013
res,(033:C) so people should put down members of research staff? (036:A) if that's relevant yes ,p --> q',D,Y,"if that's relevant, they should put down members of research staff",,S1B-075 036
res," if these are distributed pro rata amongst the faculties this faculty, instead of having SEVEN student representatives, would be expected to have sixteen ",p --> q,A,Y,,,S1B-075 047
inf," if we move as a faculty towards some of the proposals that will come up at the next faculty meeting but which I'll mention later, that's to say we recognise some groups of cognate interests within the faculty then I would have thought it sensible that we should have representatives from those groups ",q,D,Y,,,S1B-075 058
inf, we've got to make more of an effort to actually encourage students to come and to fill the places if we're going to increase it ,q,D,Y,,,S1B-075 070
inf, If we're going to have sixteen presumably we have to have some sort of system to get a reasonable representation of students across the faculty ,q,D,Y,,,S1B-075 075
inf, if you ask the union to appoint students to come along the E\&R officer who's in charge of it doesn't even want to have to organise a big election or anything like that ,q,A,N,,even if,S1B-075 078
inf, if we're going to distribute the students in this way according to the student distribution in the college we ought to be doing the same thing within the faculty ,q,D,Y,,,S1B-075 082
ifh, I'll delay it if I may until beyond the next faculty meeting ,q,C,Y,,,S1B-075 093
dir, if you could give us a sheet of paper we'll certainly circulate it to everybody ,p --> q,D,Y,,,S1B-075 176
dir, if we can sort of feed in our papers to sort of try to ensure that whatever software you develop is something that you know we could utilise ,p,D,N,,no consequent,S1B-076 009
res, if our plans go forward for the raising of the funding for the language centre we are talking about very big money ,p --> q,A,Y,,,S1B-076 011
res, if you say (025) I'm defining `adrift' (026) give me `adrift' please (027) and then we get the citations for `adrift' ,p --> q,A,Y,,,S1B-076 023
ifh," So I mean like entries in a `dictionary', if you like , `definition' ",q,A,N,,,S1B-076 083
ifh," what WE want to do is to do a new general service list for the nineties, large scale and you know, in collaboration with yourselves if it's of interest to you ",q,D,Y,,,S1B-076 097
inf,There's not great flexibility but probably that wouldn't matter to you if you were only interested in lexical strings ,q,A,Y,,,S1B-076 201
res,(028) they have a proportion of people who didn't KNOW whether anybody had got a discretionary pay rise (029) And I got the impression that people only knew if they'd have got one themselves ,p --> q,A,Y,,,S1B-077 029
ifh," What I was going to suggest was that if you're able to you know, have a bit more of a look at them ",q,D,N,,,S1B-077 039
inf,(065) The Bartlett School have actually now introduced running contracts. (066) And if that is the case then that's quite a good thing ,q,A,Y,,,S1B-077 066
inf,(074) Bartlett have introduced running contracts (077) But if that is the case that at least it moves in the right direction ,q,A,Y,,,S1B-077 077
res, if you've done any sort of survey or questionnaire can you send the information to AUT headquarters? ,p --> q,D,Y,,question,S1B-077 080
res, if you haven't then we'll ask Mike about it ,p --> q,C,Y,,,S1B-077 087
res, how would you feel if you'd done all the analysis for this questionnaire (090) would you be interested in coming to the meeting? ,q,D,Y,,question,S1B-077 089
res," if you burrowed down to that, near the bottom you will see the letter that came today to headquarters LA 4431 about the Special Meeting of Council which is going to be held in London on the thirty-first of October ",q,A,Y,,,S1B-077 111
inf, if we ARE going to put anything up we haven't got time to send it round to everybody unfortunately ,q,C,Y,,even if,S1B-077 127
res, we can put something up if it's in line with other motions that the branch has passed ,p --> q,C,Y,,,S1B-077 127
res, If you need to go then just go ,p --> q,D,Y,,,S1B-078 062
ifh, I propose Denis <unclear-word> to carry on as Treasurer if he'll be as happy and able to do it ,q,D,Y,,,S1B-078 097
tm, if you think that I've got three officers to run the society I mean we really are not viable ,q,C,Y,,,S1B-078 165
res, If somebody would be prepared to organise it once a term that would be splendid ,p',D,Y,I would like somebody to organise it once a term,,S1B-078 245
res, We MIGHT have the bunny if I turn up ,q,C,Y,,,S1B-079 179
res, If you do it with Pimms and milk it looks like snot though ,p',A,Y,don't do it with Pimms and milk,,S1B-079 235
res, it'd be nice if we could avoid an eating or drinking type thing ,p',D,Y,we should avoid an eating or drinking thing,,S1B-079 346
ifh, I'd like to have it for half a year if possible ,q,D,Y,,,S1B-080 197
res, if I have another car I could have it run on the same insurance only if it has the same engine size right? ,p --> q,D,Y,,question,S1B-080 218
res, I could have it run on the same insurance only if it has the same engine size right? ,p --> q,D,Y,,question,S1B-080 218
inf,(278:B) I don't know if it would be cheaper to do it in her name (282:A) not if we're using your no claims bonus ,p --> q,A,Y,,,S1B-080 282
res," if we were jammy enough, which we won't be, but if we were jammy enough to keep the Mercedes, which, if you like, you could put it down as the only driver of, and we carried on keeping the Escort as well, 334: and we insured with you would she still have to pay two fifty-nine on that? ",p --> q,D,Y,,question,S1B-080 333
res," if we were jammy enough to keep the Mercedes, which, if you like, you could put it down as the only driver of, and we carried on keeping the Escort as well, (334) and we insured with you would she still have to pay two fifty-nine on that? ",p --> q,D,Y,,question,S1B-080 333
ifh, if you like you could put it down as the only driver ,q,D,Y,,,S1B-080 333
ifh, he won't if you see what I mean ,q,A,N,,,S1B-080 361
res, Two hundred and eighty pounds if I protected it ,q,A,Y,,,S1B-080 362
res, If they're going to be pushed around on England's put-in to the scrum they're going to have a very uncomfortable afternoon ,p --> q,A,Y,,,S2A-002 040
res,And I would think going back a couple of years to YOUR playing days I don't think you would've been happy if your forwards were palming out wild line-out well the way England have done twice ,r,A,Y,England have not been playing well,,S2A-002 079
res, And the master would be rocketing the forwards if they did that at a junior school level ,p',A,Y,They are playing worse than a junior school level,,S2A-002 186
inf, And if they can bring the tactical masters like Liverpool down then I'm sure that Manchester United wouldn't pose THAT many problems despite the difference in league positions between these two sides ,q,A,Y,,,S2A-003 188
res,(231) A chance gone begging there I think (232) If Offiah'd stayed outside ,p',A,Y,he should have stayed outside,no consequent,S2A-004 232
res, If ONLY Denis Betts could have picked that ball up and got it out to Offiah ,p',A,Y,it's a shame that he couldn't have picked the ball up,no consequent,S2A-004 377
res, He should have realised that the pace is woefully slow and should have made the move even if he's got to sacrifice himself ,q,A,Y,,even if,S2A-007 070
res, Rob Denmark there on the shoulder of Eamonn Martin number twenty-one has really got a blistering finish if it's a slow race ,q,A,Y,,,S2A-007 089
res, This will be some consolation indeed for HIM if HE can make it ,p',A,Y,he should try to make it,,S2A-007 120
pch, an indication that that knee problem was FINALLY going away and that he was at least approaching something like real fitness if not the form we know he's capable of ,q,A,Y,,,S2A-007 146
res, And certainly the balls are there available for Mike if he can just hold his nerve ,p --> q,A,N,,,S2A-008 002
res, if this was the FIRST frame of the match Clive I'd fancy Mike to knock this red in the middle ,q',A,Y,I don't expect him to knock this red in,,S2A-008 088
ifh, Great view of it under the arc lights here at the Wembley Arena if you can picture the scene at home ,q,A,N,,,S2A-009 128
res, The big question is about his resilience and chin if it goes a long way ,q,D,Y,,question,S2A-009 143
res, if the eye closes he's in big big trouble ,p --> q,A,Y,,,S2A-009 163
res, Well it would be such a shame if a cut eye was going to decide this fight ,p --> q,A,Y,,,S2A-009 181
res, An opportunity for Visconti if he can get the opening ,p --> q,A,N,,,S2A-010 088
res, if he'd stayed back a few paces he might just possibly have taken that catch ,p --> q,A,Y,,,S2A-013 007
res, If the throw is accurate he'll struggle ,p --> q,A,Y,,,S2A-013 035
res, I think in actual fact Jaguar could probably turn the boost down if they had one ,q,A,Y,,,S2A-013 168
res,"And if you doubt the commitment of the two teams here well just witness that challenge made by Argentina's, who was it, Vasquez ",p',D,N,don't doubt the commitment,,S2A-014 098
inf,And if Mostovoi wasn't pushed a moment ago he was certainly pushed then ,q,A,N,,even if,S2A-014 273
ifh, have to think carefully now about how if indeed he can come back into this race in a big way ,q,A,Y,,,S2A-016 041
res, Jean Claude Colotti the sprinter if it came down to the sprint would give a lot of these riders a good run for their money ,p --> q,A,Y,,,S2A-016 050
res,(092) He's not one of those riders who thinks ``I'm a sprinter (093) I can win a race if the field stay together '',p --> q,C,Y,,,S2A-016 093
res, it's always easier if you're a sprinter ,p --> q,A,Y,,,S2A-016 094
res, they wouldn't be chasing like this if Abdoujaparov was still up the road ,p',A,Y,Abdoujaparov is probably not still up the road,,S2A-016 109
res, If they'd won a couple more they really would be up there with the Middlesboroughs and the Charltons of this world ,r,A,Y,they are doing well these days,,S2A-017 213
res,but if they did know they would be mightily pleased I'm sure to know that the fixed wing fly-past which had been cancelled is in fact on again albeit in slightly modified form ,q',A,Y,the fixed wing fly-past is on again,,S2A-019 083
tm," under attack if you think of the Alamo, you know, in Texas down there there's always, within the attacked body, strict discipline, not too much fussing about the the weak and the wounded ",q,A,N,,,S2A-021 050
res," if we're advancing, even though that be quite slow quite different attitudes uh prevail ",p --> q,A,Y,,,S2A-021 055
tm," if I may take London in 1970 (075) 42 out of 223 secondary schools in London (76) They weren't grammar schools they weren't comprehensive schools, they weren't secondary modern schools ",p --> q,A,N,,,S2A-021 073
tm, If you say that the proportion of people gaining A levels or something of that kind has gone up this isn't taken as evidence that standards are improving ,p --> q,A,N,,,S2A-021 089
res, He's a very inadequate and dangerous source to use if we're trying to understand what the ancient Gauls and their cousins the Britons and so on were really like ,q,D,Y,,,S2A-022 045
tm, if you look at Caesar's career you can get a bit of a better idea as to why he felt the need to do this ,q,A,Y,,,S2A-022 076
res, Caesar faced uh obliteration if he could not hang on to power in his governorships in Gaul ,p',A,Y,it was important for Caesar to hold onto his power,,S2A-022 084
inf,(028) We have probably the least competitive transport infrastructure in Northern Europe (029) And if that wasn't bad enough it's all pointing in the wrong direction ,q,A,N,,,S2A-023 029
inf," Why should inward investors locate, for example, in the north-east of the United Kingdom or anywhere in these islands if their markets are on mainland Europe ",q',A,Y,there is no reason for investors to locate in the UK,,S2A-023 074
res, if we fail to make the necessary investments we will be creating the very worst outlook for our ability to compete in the next century ,p',D,Y,we must not fail to make the necessary investments,,S2A-023 075
res, if we continue what we are frankly doing at the present which is simply to muddle through not very well we will be creating the very worst outlook for our ability to compete in the next century ,p',D,Y,we must not continue to muddle through,,S2A-023 075
pch," we need to see a lot more urgency, unless we are to find ourselves in ten years hopelessly handicapped in our ability to compete in what will be probably the toughest if richest market on earth ",q,A,N,,if not,S2A-023 082
tm, If someone says to you ``what do we want the transport infrastructure of this nation to look like by the year twenty ten?'' nobody can tell you ,p --> q,A,Y,,,S2A-023 104
tm, it's a little tidier if you go there today ,p --> q,A,Y,,,S2A-024 008
res,she said ``it's very easy to remember which order they come in if you actually just think simply think of their initials'' ,p',D,Y,think of their initials,,S2A-024 035
ifh, you can see a version of this if you like ,q,D,N,,,S2A-024 060
res, you can see a version of this if you like if you've got time to go to the architecture rooms after this lecture ,p --> q,D,Y,,,S2A-024 060
inf, if you're going to have them made of mud brick and it rains remember to actually stick a ledge or cornice all the way round so that the mud can not actually get ruined by the rain ,p --> q,D,Y,,,S2A-024 080
tm, It's the one if you go to Paestum that they still sometimes call the Basilica ,q,A,N,,,S2A-024 115
inf," if the structure's able to do that, possibly over several cycles in a long earthquake, and remain intact then clearly it satisfies the requirements for earthquake resistant design ",p --> q,A,Y,,,S2A-025 039
dir, if you look closely you'll see that it has in fact collapsed along that full length ,p --> q,D,Y,,,S2A-025 097
res," If during this interval they breathed ordinary air they forgot about, (008) well, it was over a third ",p --> q,A,Y,,,S2A-027 007
res,"(007) they forgot about, (008) well, it was over a third if they had been learning something similar ",p --> q,A,Y,,,S2A-027 008
res, If they were learning something different if they were naming colours they forgot less but they still forgot ,p --> q,A,Y,,,S2A-027 009
res, if they were naming colours they forgot less but they still forgot ,p --> q,A,Y,,,S2A-027 009
res," If on the other hand they breathed nitrous oxide, it makes them sleepy they remembered better ",p --> q,A,Y,,,S2A-027 010
ifh, What was less explained was that it also made for `mental fitness' if you like ,q,A,N,,,S2A-027 058
res," if I dance in the right way, the right mood, and the right circumstances it seems to tap what everybody calls the stream of consciousness ",p --> q,A,Y,,,S2A-027 072
res, if I'm stuck when I'm writing something and I start my special dance which I won't demonstrate I actually get ideas which I thought had escaped me ,p --> q,A,Y,,,S2A-027 074
ifh,"So anybody who's interested in either doing this and letting me know whether they succeed in tapping their stream of consciousness by dancing or any other exercise, is very warmly invited to write to me and send me a little report anonymously if they prefer ",q,D,N,,,S2A-027 077
res, if you deprive people who are used to this exercise from their customary exercise for even a fortnight they will have what might be called withdrawal symptoms ,p --> q,A,Y,,,S2A-027 078
res, if you secrete too many of your own endorphins you get addicted to your own home-made opiates and then have to keep producing them ,p --> q,A,Y,,,S2A-027 084
res, you get withdrawal signs if you're used to exercise and stop ,p --> q,A,Y,,,S2A-027 096
