label,text-cat
neg,"it is bad ! as much as i like "" 10 new songs "" , this one disappointed me a lot ."
pos,a top quality recording with all of artie shaw 's favorites . artie 's music as fresh today as when it was recorded - with the power and appeal that hits you right between the eyes
neg,"i can not stand this book . i ca n't even finish reading it . kevin j anderson can not write original star wars books at all . the only thing i have ever seen with his name on it that was entertaining was the dark lords of the sith comic book . everything he writes is unoriginal and lacking in story . he seems to have some obsession with death stars and world destroyers because all he seems to put in his books are those . darksaber , jedi search , dark apprentice , champions of the force , heck even the ig-88 story he wrote for tales of the bounty hunters had the death star tied in ( ig-88 transfers himself into the death star...what the heck ? ) seriously , this book is not worth it . try timothy zahn or michael stackpole . at least they do n't always use death stars . and while zahn 's last 3 books are based around thrawn , the original heir to the empire , dark force rising and the last command , when thrawn first appeared , was not him dry humping the same concept over and over"
pos,suze orman is excellent in providing advise on all aspects of your financial present and future . it is full on tons of advise covering all avenues of your financial life . very helpful and resoruceful
neg,"i did a little research after trying to install this product and found that symantec is no longer rated very well for anti virus . one site that states this is consumer reports ( they are towards the bottom of the ratings ) . it has become major bloatware and its stability is n't what it used to be . maybe this is why peter norton sold his interests and bailed out . i am far from being a novice , but this thing gave me a fight the whole way . so on with my saga . first , this product was supposed to be for windows xp and 2000 pro . even the box says this . but when i insert the cd in a w2k pro machine all i got was an error box showing the error icon and the ok button . real informative . going through the back door i try to install without going through the cd autostart program . now i get a box that says it requires xp 32 bit . so that leaves out 2 of the machines i bought this for . so i go to a machine running xp . first one loads ok , but it says it is incompatible with my firewall ( zonealarm ) which i happen to trust a lot . then on the second machine it goes through the install ( which takes 45 min ) and then runs the autoupdate and hangs halfway through . i finally had to abort it after it sat there an hour ( i was hoping it was just another slow moment ) . rebooted and the program was no longer running . starting it up myself resulted in it failing to load . now i 'm stuck , it wo n't allow me to uninstall nor reload it again . had to obtain a removal tool from their web site and it promptly removed every symantec product on the machine . maybe this was the writing on the wall ? by now i 'm a couple days into the drama . meanwhile , the first xp machine that loaded fine did another automatic update and guess what . it locked up half way through . now it will not run and had to be removed the same way . so i am now the proud owner of zonealarm 's internet suite . it cost less than the nav ( both 5 user versions ) , and loaded much faster . ten minutes and i was done , where it was an hour into nav when things worked and it loaded . i am taking this up with symantec and trying to get a refund . they can keep it . i 've been less satisfied with every upgrade and this one finally broke the camel 's back . maybe i 'll try again someday if i come up with a new camel , but they do n't grow well in seattle . added 3-12-2007 : i have also noted that after removing nav that things i could not explain before have been cured . for instance , the web site [...] would not load many of it 's pages correctly , they would show the text coding instead of html . now that i am nav free , all of the pages on this site load with no problems . hmmmm. ."
neg,"maybe my toenails are just too thick , but this cutter just is not heavy duty enough to cut them.. . i threw them away upon first use . my old toenail cutters were the same design but i do n't know who made them...they worked fine.. . heavier duty metal and much sharper . these are junk imho"
pos,"i have windows vista home premium and i tryed four diferent antivirus from diferent companies and no one works well i have programs conflicts and lot of errors on my laptop , and then i bought norton 360 and work wonderful , this norton realy protects your computer and detected malicious internet pages is a good security for my lap and my privacy . i 'm happy and my laptop too now works just like when i boght it 2 mounths a g"
pos,pink sugar is a wonderful scent . i have received many compliments on this fragrance . its not a strong scent nor is it perfumey . it is however a sweet scent . everyone i know that has this fragrance loves it . at this price $32.14 for 3.4 oz spray you cannot find it cheaper anywhere else and free shipping on top of that . i say buy it you cannot go wrong
pos,"my little boy who is 8 years old loves this movie . he goes around acting like the characters from the movie ! he really likes harold and keeps watching the movie over and over again hoping for a different ending . he is also convinced that they should make a midnight madness 2 and let harold win the next time ! this is a great movie , with a young michael j . fox in it , and has no sex or violence and is a very kid friendly movie"
pos,i highly recommend this book . it 's wonderful ! desi arnaz is a great writer . he tells about his career and personel life honestly and with humor as well . he had a great voice as well
neg,the sleep guard did not keep my mouth open enough at night . my jaws still clenched tight
pos,"i bought this a year ago and have taken many great pictures with it . it 's light , has many features and can be used as an automatic when all you want to do is point and click . i ca n't recommend it enough ."
neg,"i am a br5-49 aficionado from the early days at robert 's when the band played for tips and usually played requests until 2am with little or no breaks . admittedly , i long for those days as much as i long for stirrups in major league baseball . so i 'm nostalgic , "" it 's a free country . "" it is also legal for a band to evolve and morph in any which way it feels . yet , whenever i read a review in some fishwrap publication that states that a band has "" matured , "" i can do nothing but cringe . here 's the flowchart : band starts out - band plays hard - band gets cult following - band gets reputation - band strikes out on road - band gets contract - band gets a little more pub . - band gets contract with bigger label - band gets new management supplied by label - band gets "" coached "" in next recording - band changes faces along the way - band changes label again - band gets new direction from new label - band fights for identity - band produces new "" mature "" album - band gets lost as cult finds new local acts beginning this process . gee , i sure hope this is n't how the end of br5-49 comes about , but enough of the doom and gloom of impending implosion . this record is ok . of course , i realize that any band ca n't just re-hash the same ' ol stuff on every album , but part of what got these guys so much early attention was the raw exhuberance they displayed both live and on the vinyl . one part of this was their ability to do cover songs usually better than the originals , and a simple taste of this is what i sorely miss in the last few recordings . this band live used to be a wild , jittery , moving organism on stage , and although they are still a solid live show ( saw them on the last tour at poor david 's pub in dallas ) , something has settled down . chuck is a great talent , but an early appeal of the band was the vocal volley of chuck and gary bennett . ok , i 'll go cry me a river , but dammit , just go listen to the big backyard beat show one more time . mature ? i just do n't want to grow up that bad"
neg,"however despite what amazon reviewer kristy martin may believe , ms croft does not need to get her freak on . wow . i guess hip hop can do no wrong . in a soundtrack which is filled with apporpriate trax to supplement the film , here comes another fanboy / girl of hip hop 's hopele$$$ley misplaced garbage . thank you kristy for proving to be yet another white suburban supporter of the most mass marketed crap to come along . ( missy ) this song is soo done it 's practically taboo to listen too . and outkast ? puhf_ckingleez . these clowns sold out a long long time ago"
neg,"firstly , let me say the research nicholas lardy has conducted is commendable and a welcome addition to the existing literature . his data sources are vast and highly informative . the major limitation of this publication is that the central argument is biased . lardy selects those data and pieces of existing literature which support his own view . as a result , major sections of the literature concerning financial reform in transitional economies are simply ignored or brushed over . lardy 's view is the typical western , dare i say & quot ; american&quot ; argument . primarily he uses financial criteria to evaluate the economic performance of china 's state banks . this methodoloy is extremely poor - particularly in the context of china 's trannsitional economy . financial criteria are a horrible guide to both internal and allocative economic efficiency . if anyone would like elaboration on this point feel free to email me . in summary , lardy 's book is informative and makes for interesting reading . however as a piece of economic analysis , its usefulness is limited . the major reason for this is a total lack of economic theory ( as indicated by the previous reviewer ) which has resulted in a poor methodology"
pos,"if this album did n't come out at its destinated time , 2006 would have been one of the worst years for gospel music . outside of kurt carr 's cd , this album makes singing gospel music worthwhile . donald lawrence knows how to send out a group and bring in a new era of singers . that 's basically what this finale does , it brings into the forefront the future of the gospel music scene . we have new artists emerging in blanche ( mcalister-not sure if she is going to just do the first name like madonna , cher , mandisa , ummmmm , think about it ! ! ! ! ! ! ! ! ) , dewayne woods ( thanks for the testimony and great sunday morning rocking song - this is hint to all church musicians sing this song when church is a lil dead and pick it up ) , the murrills , lajeune thompson ( sang girl ) , and sheri from the duo of ted & sheri . there are so many hits on the whole cd from god is , god , you are an heir , giants , blessing from abraham , encourage yourself , of course all of the older stuff . one thing missing is kelly price should have guested on i walk with god or bring back stephanie mills ."
neg,"this battery is not compatible with the the jvc-grd270us video camera . i did get a purchase price refund , but i am out shipping costs both ways"
neg,they have the hebrew backwards ! ! you are supposed to read hebrew right to left-the opposite of english and this cd has it left to right . i find it extremely confusing . i know how to read hebrew and i wanted to learn how to speak it . what a poor effort !
pos,i started with elements 3 and thought it worked great . i have elements 4 and can see it got better .
pos,"i bought another one of these because i dropped my orginal at the grocery store and broke the bulb.i tried contacting the company with this new one.u cannot get an answer . the company seems to have a non working number . other than that , the product ok and i havent been sick since i have used it . /"
pos,"this is the first of a great series of books . knights & squires , quests & fairies , action & discovery - -- - old stories re-told in an easy-to-read style with a dose of dry humor . geared towards older children ( my daughter loves them all ) , they do n't insult the intelligence of the reader ( i enjoyed them more than much of the "" grown-up "" fiction i read ) . the series is best when you read them in order , as you meet the characters again in future books . the books were such a hit , i actully purchased them in hardback ( gasp ! ) so that the rest of my kids can read & re-read them as they get older . we 're eagerly waiting for the 7th book ( and the 8th.. . ) to come out in print ! john morris ( no relation to author"
pos,i 'm sixty years old and i have been using this product for years . when i had my yearly physical the doc ask me if i used anything because my skin looks so good . roc delivers ! ! !
neg,i bought this product after having taken diet fuel w / ephedra several years ago . i needed energy this time and to lose a few extra baby pounds . within minutes of taking my first and only pill i had a horrible reaction . i broke out in welts within 10 minutes all over my body . i was shaky and sick to my stomach . i drank 5 glasses of milk to neutralize it and finally started to feel better . i thought i was going to die . my only thought was there was no way losing weight was worth never seeing my kids again . after about 2 hours the welts disappeared but i felt horrible for the rest of the day . obviously there is something in it that does n't get along with my body but after that reaction i had i have decided that no diet pill is worth the chance of what can happen to you .
neg,"this could have been one of the best films of the 80's . all of the components are there . ford gives the best acting of his career . the production is elegant and holds up as often breathtaking even by today 's standards . two things however really bring this movie down . the major negative here i believe is polanski 's insistence on starring emmanuelle seigner . this is one of the sexiest women i have ever seen grace a film , but it is the understatement of the year to say that she ca n't act at all . in fact , i think that she might have just about turned in the worst acting performance i have ever seen in this film and it totally destroys ford 's performance . when the film was over i thought about it and came to the conclusion that there is really two halves here . the first half is dynamite ; the second with seigner is a totally different beast , your average stupid kid thriller . watch this film and dare contradict my statement here . get beyond her obvious good looks and tell me she just was not meant for this part . it 's so bad that ford fades into the background in any scene that she was also in . ok , the second negative in this film are these two agents that keep popping up . there is no explanation ever given as to how they knew where ford and seigner would be time and time again . it really ruins what could have been a very nicely done and subtle plot . they were never needed and muddle an otherwise great story . i am really kind of mad with polanski here . he destroyed what could have been one of the better films he has made . and this statement comes from one who worships the ground polanski walks on ."
neg,this one is just plain awful ! ! it 's a bunch of hollywood brats being histrionic .
neg,"the 4 cd mini gibson amp ' box-set'leaves off genuine off vinyl 78 , and lp ' harder-to-get ' charlie christian / benny goodman recordings . legacy states "" master takes "" , but absolutely fails to research deep into charlie christian 's recording history . columbia vinyl 2lp 30779 , ( 1972 ) , and columbia 78rpm c -102 along with the columbia "" sextet "" cds leave legacy far behind . the wang wang blues -78rpm is n't in the 4cd set , and there are far too many ' false-starts ' , which benny goodman discarded for a good reason . star dust is only about 3 minutes , it 's 8 minutes on vinyl . there is even in-studio handclapping after some tunes . i have the 78s , many col . lps , and there is no "" studio-live "" takes . this 4 cd box could have , and should have been much better in information , content and genuine charlie christian guitar stylings . the 2 readily available bg sextet cds are a better purchase idea , but there are still those super hard-to-get vinyl lp tracks , which are "" the master takes "" , left off the legacy / sony box set . musicologist 's suggestion , try to get the vinyl lps. skip this misleading 4 cd set of various tracks , + handclapping = not "" good enough to keep "" , ( airmail special ) . try the 2 benny goodman / charlie christian columbia cds , amazon has both , and most of the benny goodman sextet ' takes ' are master takes , and "" good enough to keep !"
pos,"i mainly use the camcorder for recording my kids . i bought this camcorder a couple of weeks ago . i had the sony hc-7 before for a couple of weeks which i returned to buy the canon camcorder . the high light performance of both camcorders are excellent . with the sony camcorder , i felt that the best color performance can be achieved by reducing the color intensity . the low light performance when recording 1080i is similar for the two camcorders but much better with canon when recording in 24p format . this is the main reason that i prefer the canon . the 24p recording is more sensitive to motion which can be a problem if recording motion . the still images from canon are lower resolution but to me they looked better than sony . this is especially true when taking flash pictures . the sony seems a little better built . the hdmi cover on canon is poorly built . i liked the controls on canon better than sony . the auto focus and automatic white balance worked better in canon than in sony . the auto white balance in sony worked poorly in indoor light . sony has supershot infrared recording and canon does not . sony has more manual controls than canon . [..."
neg,"this book was written in the ' 80s was copy written in 1990. it has a folksy tone and some technical information . unless you are buying your church 's sound system at a second hand store , this book is going to leave you wondering what might be available today . for example : "" cd recorders are under development "" ."
pos,"adobe has totally re-done the interface to streamline it and make it cleaner from versions prior to cs . if you are a quarkxpress user , you 'll find that in indesign cs2 , you get the feeling that it is laid out in a logical and easy-to-use manner . the tools and tool palettes are where you 'd expect them to be in the menu structure and on the screen . small touches like being able to save your workspace , like you can do in photoshop cs2 , are great . i tested the integration between indesign cs2 and some of its counterparts in the adobe creative suite premium . i created different graphics in photoshop cs2 and illustrator cs2 and i found it was really easy to import them into indesign cs2 and use . you can effects like drop shadows and feathering to images directly in indesign cs2. no need to go to another program . with the control palette you can also resize objects too . this palette functions with transform and stroke features for graphics , and it includes paragraph , character and table features for text editing . what the palette does is affected by the type of selection you have made - either graphic or text . i imported some formatted text in from microsoft word 2003 and two different tables in from microsoft excel 2003. i was concerned how the tables would appear after the import from microsoft excel . the tables imported easily . with indesign cs2 , you can now automatically style microsoft word files on import by mapping word styles to indesign cs2 styles as well . an issue for a long time has been how to preview or view other types of files that you want to incorporate with indesign cs2. now , adobe "" bridges "" that gap . bridge now comes as a part of indesign cs2 and the premium suite . so , viewing any adobe-type formatted file or standard graphic format is easy to do . using the same interface between the different programs is a help as well . adobe bridge is a standalone program . being a web designer and using adobe ( formerly macromedia ) dreamweaver 8 , i was familiar with using snippets . these are portions of code you can save for use in other programs or you can export them to give to someone else . now , indesign cs2 offers this snippet capability . you can export objects as snippets . these objects can be shared or reused in other documents . simply place or drag a snippet into a layout , and indesign re-creates the original objects , their formatting , and their relative positioning on the page . no more wasted time redesigning , just to get something you have brought in from another document to fit . indesign cs2 also now has an info palette that is just like those found in photoshop and illustrator . size dimensions and resolution are immediately available by selecting the graphic and simply glancing over to the info palette . this is a crucial tool when fitting graphics in a specifically space-limited area . it 's important to know the actual dimensions with which you are working . sometimes in designing and re-designing printed work , you have to move objects . when this happens , your structure can often change in different ways . indesign cs2 helps you maintain your layout by allowing you to anchor your callouts , pull quotes , margin notes , and graphics to text . you can now precisely control the positioning of anchored objects , apply text wrap settings , and more . as with other adobe products , it is very easy to export your finished work in pdf format . indesign cs2 works so well at exporting to pdf , it even maintains the layers in acrobat 7. you can pre-define your acrobat export settings as well . indesign cs2 also supports specialty pdf formats like pdf / x-1a and pdf / x-3 , which are used in workflows . it also supports high-resolution cmyk output and color-managed workflows . if you are familiar with previous versions of indesign , the upgrade to the new version is easy . indesign cs2 is even backwards compatible cs . you will find that your learning curve is greatly decreased . loren elks , group manager d-mag.or"
neg,"i have to say that i really wanted to like this camera . it takes good pictures and the ultra-wide lens is a nice feature . it is quite compact and has a nice screen . the software is reasonably good and has a nice presentation to the user interface . why 2 stars ? ok here 's the bad stuff : 1 ) in the first shipment i got , the normal mode ( non-ultra-wide angle ) did n't work . the images were garbled and almost unrecognizable . the ultra-wide images were fine . i attributed it to getting a random lemon and returned it for an even exchange . the second v570 i got from amazon worked fine until about 5 months later and then the normal mode crapped out on me . so , i do n't think it is just a random problem . there appears to be a reliability issue with the non-wide angle part of this camera since it seems statistically unlikely that i would randomly get two cameras with the exact same problem . my v570 is now a nice-looking paperweight and i use a casio exilim ex-z70. 2 ) the stand seemed nice at first until it came time to travel . you have to unhook the whole thing and lug it around with you if you want to charge your camera or download pictures and movies without a card reader dongle . also , since you have to charge the battery in the camera , you ca n't charge a spare battery while you are taking pictures with the other . for comparison , my new casio ex-z70 has a usb cable that is easy to stick in the pocket of my bag and has an external battery charger . so , if one battery is dead i can leave it behind in the charger while i take pictures with the spare . 3 ) the movies that you take with this camera are stored in mov format instead of avi or mpeg . while it does play in most pcs if you have installed quicktime , it is not supported by my streaming media player ( d-link dsm-320rd ) and is difficult to work with in the video editor / dvd creator sw i use ( sonic mydvd ) . i ca n't say how widely mov is supported compared to avi and mpeg , but that format created problems for me . so , i applaud kodak for not clinging to the sinking boat anchor of the photographic film business and going digital . but i think a few more usability studies and more attention to reliability would help make this a winner in future iterations"
pos,good singing and good production must i say anything else ? .....no get this if you love mixtures of good uptempo and slow rn
pos,"when my boyfriend bought this for me i was so happy and i remember i would play this music and sing for him in the car on cool dark , starry nights and i would be mesmerized not only by the intensity of those nights , but by the music she sang and how she deeply , richly portrayed those songs . she really knew how to set the mood for any lover or lonely lover as well . i totally recommend this cd to start if you have not heard much of her music...she truly is addicting once you hear these songs...these songs will definetly put you in an enchanting and romantic journey"
neg,"i went into this a pretty big golden smog fan eager for a new effort from the guys . with tweedy 's songwriting having taken a great upward swing in recent years and with louris ' departure from the jayhawks , i was hoping we 'd see a few more tweedy gems and some great tunes from the past few years since louris ' "" rainy day music "" was released . now , while there are some really good songs here , nothing really comes close to the "" red-headed stepchilds , "" "" radio kings , "" or "" jennifer save mes . "" the album lacks something but i ca n't put my finger on it . it almost sounds like a band that has too much focus . considering golden smog started as a buncha musician friends sitting around , drinking beer , and goofing off , this album feels wrong . it does n't have that sing-along feel ( with the exception of possibly one or two songs ) that the first couple albums ( and even ep ) had . just a little lackluster and , considering the amount of louris has his hand in on this one , almost comes off as an album of jayhawks throw-aways"
neg,this gets 1 star for the simple fact that it does n't seem to fit my mark ii body properly .
pos,"this is a very interesting book , particularly on the early restrictionists . it gave me a new perspective on why americans restricted immigration in the early 20th century , and gave me historical insight into today 's immigration policy crisis"
neg,"i 've been using trimspa x32 for over a year and , with a decent diet and regular excersise , i 've lost over 40 pounds . the x32 formula has helped me maintain my weight with no side effects at all . i , too , decided to use trimspa energy because it was new and improved , but was sorely disappointed . the engergy formula is way too high powered ( 200mg caffeine per pill ) for me and has made me feel "" sped-up "" , sweaty , greasy and just plain gross . and that 's taking under the suggested dosage . i 'm sure that it will help drop the pounds for you...at the expense of dilated pupils , shaky hands and acting sketchy . i do n't think this pill should be legal and should come with stronger warnings . i 'm going back to the other formula tomorrow...that is if i can get to sleep !"
neg,"after two months my conclussion was that i could see no change what-so-ever . typically neutrogena is quality , but not this time . now you ca n't say you were n't warned"
neg,"imagine buying this cd after seeing "" the mirror has two faces "" fully expecting the soundtrack music to the movie , and reading overall great reviews on amazon . imagine the shock of receiving the cd and the surprise of hearing 20 brief cuts of plain instrumental music out of the 24 cuts - the remaining 4 cuts contained very short lines of verse . perhaps barbara , with her tremendous unlimited wealth , felt she would be giving away a "" free album "" to the masses if the soundtrack contained the vocals in the film . shameless misrepresentation"
neg,"yes , it 's easy to install , configure and use . the footprint is small and it does n't hog resources . that 's the good news . the bad news is that this software 's virus detection rate is abysmal and the company 's tech support is worse . so , in short , do n't *trust* it . two examples , starting with tech support . after building a new computer , i had several blue screens ( stop errors , bsods ) and my analysis seemed to indicate that ez antivirus was at least partially responsible . i emailed support with all the relevant info . their ( paraphrased ) reply : "" we understand that you are having faults in windows . this is because you have windows installed . if you did not have windows you would not have faults . thank you for contacting e-trust . "" i should have that engraved on a plaque . example 2 , av detection : when my subscription ran out , i uninstalled ez and tried a demo of kaspersky . it found 5 viruses on my computer that ez never told me about . in this case , it 's 2 strikes and you 're out . goodby , computer associates"
neg,"these are just ok , not great . i have 2 pairs of the clic readers and i love them . the sunglasses , however , are not as sturdy , the adjustment feature does not work on my pair and i just cannot endorse them . i am disappointed as i am a huge fan of the clic readers and could not wait for the sunglasses . it 's a shame"
pos,this book was amazing ! i 'm giving it to my dad for helping me through college ! great gift for parents and children !
neg,"do you love "" on eagles wings "" ? if the answer is yes , then do you know the words to panis angelicus ? the answer is probably "" no . "" i do n't blame you for liking this cd . the problem is that it is n't catholic and it is n't classic . you should ask yourself if you are willing to entertain the songs that catholics have enjoyed for thousands of years . if you are willing to look beyond the guitars at your local mass , start with sacred songs by bocelli , or simply baroque by yo yo ma"
neg,"every time we used this scale it gave a drastically different weight . we returned it to amazon , probably the first time we 've ever had to do that . for the price it should at least work . also , in only the 4 days we had it a large chip came off the corner . it earns two stars for looking great . i would not recommend it ."
neg,"do n't buy this camera ! ! ! prone to "" memory error "" & e18 errors after warranty is up . cost min $150 plus shipping to fix . this camera was great until 23 months went by then i started mysteriously losing pictures due to file format errors . i switched memory cards and it happened again . then the "" memory error "" displayed after a month or so of losing pictures . now it does n't work at all . i called canon to see what type of service could be provided and if they would fix what appears to be a factory defect since so many people have reported this problem . minimum cost is $150 or i could upgrade to a refurb s500 for $199 w / 6 month warranty . they have to be kidding , $250 get me a new one . for what appears to be common problem i was expecting more from canon . guess i wo n't be buying another canon . google this "" canon "" memory error "" e18 "" and see for yourself that canon cameras have problems ."
pos,the product does just what i want it to do . i needed a backup system that was reliable and simple to use . i ordered a harddrive with it and the combination of the two works just fine . b
pos,"a few of my favorite painters are contemporaries of still , so i saw it as my duty to see the hirschhorn exhibition . well , i picked a dead day and had the show to myself and simply put i am now a fan . the book is great and david anfam 's addition to the book is especially enlightening about the work of still"
neg,"there are just too many errors , of interpretation , omission and commission , in this book to justify purchasing it.in this review we will concentrate on rima 's ( r ) handling of the work of j m keynes.on p.84 , r 's claim that the physiocratic concept of hoarding is & quot ; surprisingly suggestive&quot ; of j m keynes 's idea has no supporting evidence to back it up.on p.133 , r claims that malthus had developed a principle of effective demand , a la keynes.what malthus expressed was an uneasy feeling and / or intuition that ricardo 's deductive , analytical system of market self adjustment to a global optimum was overlooking ( or assuming away ) the possibility of insufficient aggregate spending.nowhere does malthus ever systematically present a theoretical counter to ricardo.what malthus does is express some reservations in an exchange of postal letters with ricardo.in chapter 20 of r 's book , she attempts to deal with keynes 's theory of effective demand and keynes 's discussion of involuntary unemployment which follows directly from his theory.keynes worked out the mathematical details in his chapter 20 , titled & quot ; the employment function&quot ; .r should have simply reprinted that chapter in her book , replacing her chapter 20 with keynes 's chapter 20.r 's figure 20.1 , discussed on pages451-454 , directly contradicts keynes 's analysis"
neg,"i have worked out to denise austin for several years because i think she gives a good workout but i cannot stand her way-too-perky personality . i was very disappointed in this dance workout . the setting is fun and colorful and the music is great , but as far as a workout...this dvd really stinks . i found some of the steps somewhat confusing ( but i am not very coordinated ) . this workout was more of an "" indoor walk "" style workout ( like walk away the pounds w / leslie sansone , etc. ) . if you are looking for a fun way to get up and move , this may be for you . but , this is not for anyone looking for a cardio intense workout"
neg,"i bought this lens in may for my brand new rebel xt . i used it on a vacation mainly , and am pretty dissapointed . i 'm no pro , or even skilled amateur , but i do know the lens is not giving me quality shots . the autofocusing is slow , and af or manual shots are n't very sharp at any zoom . there seems to be a fingerprint on one of the inner lenses that indicates poor quality control to me . i wanted a good , all around lens before building a real lens collection of different types . i guess this would fit the bill , if it took sharp pictures . i would n't pay more than $150 for this lens again"
neg,"this canon camera has poor quality interlacing artifacts all though out , on a 1080p monitor . i have used other hdv format cameras , and they were much better . the low light level recording was filled with fairly large digital grain . if you use a 1080i tube then it will probably look ok in high light , but still plauged in low light"
neg,"i have seen many pathetic films in my life . this topped them . did i rate one star ? sorry - i meant negative 11 stars . it was the absolute worst movie i have ever seen in my entire life . it was a total waste of three hours when i could have been sleeping . there was no point . the script and storyline were pathetic . the gore was overdone - too much blood , killing , and the like . it was totally historically inaccurate , and the civil war scenes were so grossly unrealistic that it was laughable . all civil war veterans are rolling over in their graves . any scene that was supposed to be touching was pathetic . one of the abolsute bombs was when clint eastwood fires off a canon twice with his cigar - yet he does not even load it - either time . and somehow , without even aiming the canon , he knocks his ' friend ' off his horse . the movie is a failure . f-a-i-l-u-r-e . crappy . junky . just plain dumb . stupid . pathetic . i am not going to waste any more words on it . just....whatever you do....save your money . do n't buy it . it 's not worth 50 cents"
pos,"a commentary on a book of the bible will generally include the commentator 's outline of the structure of that book . a good outline can greatly enhance one 's understanding of a biblical book , so such outlines are important . rarely , though , do commentators say much about how their outlines are derived . this book , which is based on professor lee 's doctoral dissertation , describes and illustrates a method for outlining the structure of a large section of biblical text . this method , called "" conceptual analysis "" , is a modern version of form criticism developed by lee 's advisor , rolf knierim . lee describes conceptual analysis as an iterative process , where one begins by dividing a text into smaller units with coherent themes . one then takes a deeper look to determine how the units fit together into an overall structure for the text . finally , the outline is critically evaluated and the steps repeated as needed . lee demonstrates the method on num . 10:11-36:13 , a challenging section of text that has been outlined in several different ways . he divides this section into 36 units , discussing with each one the rationale for his choices . he then argues persuasively that the key unit for the organization of the section is num . 13:1-14:45 , the account of the exploration of the promised land by 12 scouts , the largely negative report the scouts present to the people , and israel 's subsequent rejection of god 's plan to bring them into the promised land . the pivotal events in this unit largely determine the form and content of the rest of the section . conceptual analysis is an attempt to make the outlining of a text into a "" scientific "" process , with the goal of deriving a structure from a text rather than imposing a structure upon a text . there is no way to completely mechanize such a process , however . some subjectivity is inevitable , and any outline will highlight some features of a text and deemphasize others . in my opinion , one good measure of the value of an outline is the amount of fruit it yields in insight into the text . by this criterion , i believe that lee 's outline of num . 10:11-36:13 earns high marks . his outline helps give satisfying answers to a number of questions about the text , as he explains in the latter stages of the book . it is rare that a dissertation on form critical issues would be interesting to more than a handful of specialists . this book is a notable exception , and i enthusiastically recommend it to all serious students of the book of numbers ."
pos,"onecare is not a tweaker 's friend . it has no knobs and gizmos for power users to tinker with . however , it does one thing right . it works . when you use it , you truly do have one care . do what it tells you to make it green . if you can do that , your computer is safe from viruses , hackers , malware , spyware , known security vulnerabilities , low disk space , slow disk access , and data that is not backed up . onecare takes a layered approach to keep you and your data safe . it has an inbound firewall to keep bad stuff out of your computer . if bad stuff gets through the firewall , it has antivirus to stop it from affecting your system and an outbound firewall to keep it from spreading . if that does n't stop the bad stuff , it makes sure you have a backup of your data on a separate drive or on cds . in the past , i have n't bought security products . there are plenty of free ones on the market that do a satisfactory job . however , ever since i tried onecare as a beta tester , i fell in love with it . it is simple to use . reduce your worries about being online down to onecare and try it today . you can even install it on other computers to help keep friends and family protected"
neg,"the animation ... excellent . the characters ... excellent . the premise ... excellent . laugh lines ... plenty of them and well executed . this is a movie you will say was worth spending your money on . the problem is ... as adults you will understand the movie is about putting the past to rest so you are free to enjoy your now and your future . for kids , they do n't see a lesson in putting your past to rest , they see - if you do n't like something - put it to rest ... as is r.i.p. - dead ! after the crotchety old man ( does n't every haunted house need one to heighten the tension ) identifies the haunting is related to someone he knows ... there is far too personal a vendetta to finish them off ( again ) . also shame on the producers of this movie.. . a kids movie ... there is far too much irresponsible adult behaviour ( babysitter getting it on with boyfriend , boyfriend getting drunk and threatening the kids , etc ) - - it is just not necessary to tell this story . i would n't let any relative of mine , under 14 , see this otherwise excellent flick"
pos,make sure you get the cheats to keep a lot of cash in the bank . this game is totally addictive .
neg,i am a cellist of 15 years on the breakthrough of becoming a renowed cellist . this cellist tone is so powerfull and clear.she tells a story this is so clear to understand because the music speaks . alisa should watch the slurs from the f to b and be more gracefull . the apres un reve was ok i guess . she really should of tooken more time . like floating on a dream cloud . when i play this piece i take the music from the begining as a fuzzy dream and play the pitch so the music tells a story and becomes more clear every measure . the elgar is somenthing she might not want to touch because no one plays it better than du pre
pos,"he trabajado por 14 anos con coreldraw....desde casi sus inicios...para verlo convertirse en un programa realmente poderoso...sin competencia en su area a mi parecer . en esta nueva version de corel...el x3...les digo que no me ha desilucionado....no hay muchas herramientas nuevas....pero son excelentes , lo bueno es que se estan dedicando a mejorar las herramientas anteriores...lo que es mucho mejor todavia"
neg,"this book has too many errors . there is nothing more frustrating than to follow the steps outlined and find out it does not work because they did not q&a the examples . ie . they ask you to select a field from the table , but the field does not exist . the stored procedure does not include it . you would have to know how to write sql to correct this"
neg,"received the item but it did n't work , nor did it have very good instructions . e-mailed company 4 times with no response ."
pos,"ms. phillips certainly knows how to tug at those heart strings ! i felt as though i were right there with mac and sammy jo , feeling the emotions they felt . this is a great story that proves that true love can happen when it 's least expected and that true love always prevails . i recommend this book to any romance lover"
